AnimalsInfo,Species,Breed,Production category,Sex,Date of Birth,Animal ID of Father,Animal ID of Mother,Original Owner Name,Original Owner Mobile ,Original Owner Location _ Lattitude,Original Owner Location _ Longitude
LAO0001000793,Cattle,,,,,,,,,,
LAO0001000794,Cattle,,,,,,,,,,
LAO0001000795,Cattle,,,,,,,,,,
LAO0001000796,Cattle,,,,,,,,,,
LAO0001000797,Cattle,,,,,,,,,,
LAO0001000798,Cattle,,,,,,,,,,
LAO0001000799,Cattle,,,,,,,,,,
LAO0001000800,Cattle,,,,,,,,,,
LAO0001000801,Cattle,,,,,,,,,,
LAO0001000802,Cattle,,,,,,,,,,
LAO0001000803,Cattle,,,,,,,,,,
LAO0001000804,Cattle,,,,,,,,,,
LAO0001000805,Cattle,,,,,,,,,,
LAO0001000806,Cattle,,,,,,,,,,
LAO0001000807,Cattle,,,,,,,,,,
LAO0001000808,Cattle,,,,,,,,,,
LAO0001000809,Cattle,,,,,,,,,,
LAO0001000810,Cattle,,,,,,,,,,
LAO0001000811,Cattle,,,,,,,,,,
LAO0001000812,Cattle,,,,,,,,,,
LAO0001000813,Cattle,,,,,,,,,,
LAO0001000814,Cattle,,,,,,,,,,
LAO0001000815,Cattle,,,,,,,,,,
LAO0001000816,Cattle,,,,,,,,,,
LAO0001000817,Cattle,,,,,,,,,,
LAO0001000818,Cattle,,,,,,,,,,
LAO0001000819,Cattle,,,,,,,,,,
LAO0001000820,Cattle,,,,,,,,,,
LAO0001000821,Cattle,,,,,,,,,,
LAO0001000822,Cattle,,,,,,,,,,
LAO0001000823,Cattle,,,,,,,,,,
LAO0001000824,Cattle,,,,,,,,,,
LAO0001000825,Cattle,,,,,,,,,,
LAO0001000826,Cattle,,,,,,,,,,
LAO0001000827,Cattle,,,,,,,,,,
LAO0001000828,Cattle,,,,,,,,,,
LAO0001000829,Cattle,,,,,,,,,,
LAO0001000830,Cattle,,,,,,,,,,
LAO0001000831,Cattle,,,,,,,,,,
LAO0001000832,Cattle,,,,,,,,,,
LAO0001000833,Cattle,,,,,,,,,,
LAO0001000834,Cattle,,,,,,,,,,
LAO0001000835,Cattle,,,,,,,,,,
LAO0001000836,Cattle,,,,,,,,,,
LAO0001000837,Cattle,,,,,,,,,,
LAO0001000838,Cattle,,,,,,,,,,
LAO0001000839,Cattle,,,,,,,,,,
LAO0001000840,Cattle,,,,,,,,,,
LAO0001000841,Cattle,,,,,,,,,,
LAO0001000842,Cattle,,,,,,,,,,
LAO0001000843,Cattle,,,,,,,,,,
LAO0001000844,Cattle,,,,,,,,,,
LAO0001000845,Cattle,,,,,,,,,,
LAO0001000846,Cattle,,,,,,,,,,
LAO0001000847,Cattle,,,,,,,,,,
LAO0001000848,Cattle,,,,,,,,,,
LAO0001000849,Cattle,,,,,,,,,,
LAO0001000850,Cattle,,,,,,,,,,
LAO0001000851,Cattle,,,,,,,,,,
LAO0001000852,Cattle,,,,,,,,,,
LAO0001000853,Cattle,,,,,,,,,,
LAO0001000854,Cattle,,,,,,,,,,
LAO0001000855,Cattle,,,,,,,,,,
LAO0001000856,Cattle,,,,,,,,,,
LAO0001000857,Cattle,,,,,,,,,,
LAO0001000858,Cattle,,,,,,,,,,
LAO0001000859,Cattle,,,,,,,,,,
LAO0001000860,Cattle,,,,,,,,,,
LAO0001000861,Cattle,,,,,,,,,,
LAO0001000862,Cattle,,,,,,,,,,
LAO0001000863,Cattle,,,,,,,,,,
LAO0001000864,Cattle,,,,,,,,,,
LAO0001000865,Cattle,,,,,,,,,,
LAO0001000866,Cattle,,,,,,,,,,
LAO0001000867,Cattle,,,,,,,,,,
LAO0001000868,Cattle,,,,,,,,,,
LAO0001000869,Cattle,,,,,,,,,,
LAO0001000870,Cattle,,,,,,,,,,
LAO0001000871,Cattle,,,,,,,,,,
LAO0001000872,Cattle,,,,,,,,,,
LAO0001000873,Cattle,,,,,,,,,,
LAO0001000874,Cattle,,,,,,,,,,
LAO0001000875,Cattle,,,,,,,,,,
LAO0001000876,Cattle,,,,,,,,,,
LAO0001000877,Cattle,,,,,,,,,,
LAO0001000878,Cattle,,,,,,,,,,
LAO0001000879,Cattle,,,,,,,,,,
LAO0001000880,Cattle,,,,,,,,,,
LAO0001000881,Cattle,,,,,,,,,,
LAO0001000882,Cattle,,,,,,,,,,
LAO0001000883,Cattle,,,,,,,,,,
LAO0001000884,Cattle,,,,,,,,,,
LAO0001000885,Cattle,,,,,,,,,,
LAO0001000886,Cattle,,,,,,,,,,
LAO0001000887,Cattle,,,,,,,,,,
LAO0001000888,Cattle,,,,,,,,,,
LAO0001000889,Cattle,,,,,,,,,,
LAO0001000890,Cattle,,,,,,,,,,
LAO0001000891,Cattle,,,,,,,,,,
LAO0001000892,Cattle,,,,,,,,,,
LAO0001000893,Cattle,,,,,,,,,,
LAO0001000894,Cattle,,,,,,,,,,
LAO0001000895,Cattle,,,,,,,,,,
LAO0001000896,Cattle,,,,,,,,,,
LAO0001000897,Cattle,,,,,,,,,,
LAO0001000898,Cattle,,,,,,,,,,
LAO0001000899,Cattle,,,,,,,,,,
LAO0001000900,Cattle,,,,,,,,,,
LAO0001000901,Cattle,,,,,,,,,,
LAO0001000902,Cattle,,,,,,,,,,
LAO0001000903,Cattle,,,,,,,,,,
LAO0001000904,Cattle,,,,,,,,,,
LAO0001000905,Cattle,,,,,,,,,,
LAO0001000906,Cattle,,,,,,,,,,
LAO0001000907,Cattle,,,,,,,,,,
LAO0001000908,Cattle,,,,,,,,,,
LAO0001000909,Cattle,,,,,,,,,,
LAO0001000910,Cattle,,,,,,,,,,
LAO0001000911,Cattle,,,,,,,,,,
LAO0001000912,Cattle,,,,,,,,,,
LAO0001000913,Cattle,,,,,,,,,,
LAO0001000914,Cattle,,,,,,,,,,
LAO0001000915,Cattle,,,,,,,,,,
LAO0001000916,Cattle,,,,,,,,,,
LAO0001000917,Cattle,,,,,,,,,,
LAO0001000918,Cattle,,,,,,,,,,
LAO0001000919,Cattle,,,,,,,,,,
LAO0001000920,Cattle,,,,,,,,,,
LAO0001000921,Cattle,,,,,,,,,,
LAO0001000922,Cattle,,,,,,,,,,
LAO0001000923,Cattle,,,,,,,,,,
LAO0001000924,Cattle,,,,,,,,,,
LAO0001000925,Cattle,,,,,,,,,,
LAO0001000926,Cattle,,,,,,,,,,
LAO0001000927,Cattle,,,,,,,,,,
LAO0001000928,Cattle,,,,,,,,,,
LAO0001000929,Cattle,,,,,,,,,,
LAO0001000930,Cattle,,,,,,,,,,
LAO0001000931,Cattle,,,,,,,,,,
LAO0001000932,Cattle,,,,,,,,,,
LAO0001000933,Cattle,,,,,,,,,,
LAO0001000934,Cattle,,,,,,,,,,
LAO0001000935,Cattle,,,,,,,,,,
LAO0001000936,Cattle,,,,,,,,,,
LAO0001000937,Cattle,,,,,,,,,,
LAO0001000938,Cattle,,,,,,,,,,
LAO0001000939,Cattle,,,,,,,,,,
LAO0001000940,Cattle,,,,,,,,,,
LAO0001000941,Cattle,,,,,,,,,,
LAO0001000942,Cattle,,,,,,,,,,
LAO0001000943,Cattle,,,,,,,,,,
LAO0001000944,Cattle,,,,,,,,,,
LAO0001000945,Cattle,,,,,,,,,,
LAO0001000946,Cattle,,,,,,,,,,
LAO0001000947,Cattle,,,,,,,,,,
LAO0001000948,Cattle,,,,,,,,,,
LAO0001000949,Cattle,,,,,,,,,,
LAO0001000950,Cattle,,,,,,,,,,
LAO0001000951,Cattle,,,,,,,,,,
LAO0001000952,Cattle,,,,,,,,,,
LAO0001000953,Cattle,,,,,,,,,,
LAO0001000954,Cattle,,,,,,,,,,
LAO0001000955,Cattle,,,,,,,,,,
LAO0001000956,Cattle,,,,,,,,,,
LAO0001000957,Cattle,,,,,,,,,,
LAO0001000958,Cattle,,,,,,,,,,
LAO0001000959,Cattle,,,,,,,,,,
LAO0001000960,Cattle,,,,,,,,,,
LAO0001000961,Cattle,,,,,,,,,,
LAO0001000962,Cattle,,,,,,,,,,
LAO0001000963,Cattle,,,,,,,,,,
LAO0001000964,Cattle,,,,,,,,,,
LAO0001000965,Cattle,,,,,,,,,,
LAO0001000966,Cattle,,,,,,,,,,
LAO0001000967,Cattle,,,,,,,,,,
LAO0001000968,Cattle,,,,,,,,,,
LAO0001000969,Cattle,,,,,,,,,,
LAO0001000970,Cattle,,,,,,,,,,
LAO0001000971,Cattle,,,,,,,,,,
LAO0001000972,Cattle,,,,,,,,,,
LAO0001000973,Cattle,,,,,,,,,,
LAO0001000974,Cattle,,,,,,,,,,
LAO0001000975,Cattle,,,,,,,,,,
LAO0001000976,Cattle,,,,,,,,,,
LAO0001000977,Cattle,,,,,,,,,,
LAO0001000978,Cattle,,,,,,,,,,
LAO0001000979,Cattle,,,,,,,,,,
LAO0001000980,Cattle,,,,,,,,,,
LAO0001000981,Cattle,,,,,,,,,,
LAO0001000982,Cattle,,,,,,,,,,
LAO0001000983,Cattle,,,,,,,,,,
LAO0001000984,Cattle,,,,,,,,,,
LAO0001000985,Cattle,,,,,,,,,,
LAO0001000986,Cattle,,,,,,,,,,
LAO0001000987,Cattle,,,,,,,,,,
LAO0001000988,Cattle,,,,,,,,,,
LAO0001000989,Cattle,,,,,,,,,,
LAO0001000990,Cattle,,,,,,,,,,
LAO0001000991,Cattle,,,,,,,,,,
LAO0001000992,Cattle,,,,,,,,,,
LAO0001000993,Cattle,,,,,,,,,,
LAO0001000994,Cattle,,,,,,,,,,
LAO0001000995,Cattle,,,,,,,,,,
LAO0001000996,Cattle,,,,,,,,,,
LAO0001000997,Cattle,,,,,,,,,,
LAO0001000998,Cattle,,,,,,,,,,
LAO0001000999,Cattle,,,,,,,,,,
MMR0001000001,Cattle,,,,,,,,,,
MMR0001000002,Cattle,,,,,,,,,,
MMR0001000003,Cattle,,,,,,,,,,
MMR0001000004,Cattle,,,,,,,,,,
MMR0001000005,Cattle,,,,,,,,,,
MMR0001000006,Cattle,,,,,,,,,,
MMR0001000007,Cattle,,,,,,,,,,
MMR0001000008,Cattle,,,,,,,,,,
MMR0001000009,Cattle,,,,,,,,,,
MMR0001000010,Cattle,,,,,,,,,,
MMR0001000011,Cattle,,,,,,,,,,
MMR0001000012,Cattle,,,,,,,,,,
MMR0001000013,Cattle,,,,,,,,,,
MMR0001000014,Cattle,,,,,,,,,,
MMR0001000015,Cattle,,,,,,,,,,
MMR0001000016,Cattle,,,,,,,,,,
MMR0001000017,Cattle,,,,,,,,,,
MMR0001000018,Cattle,,,,,,,,,,
MMR0001000019,Cattle,,,,,,,,,,
MMR0001000020,Cattle,,,,,,,,,,
MMR0001000021,Cattle,,,,,,,,,,
MMR0001000022,Cattle,,,,,,,,,,
MMR0001000023,Cattle,,,,,,,,,,
MMR0001000024,Cattle,,,,,,,,,,
MMR0001000025,Cattle,,,,,,,,,,
MMR0001000026,Cattle,,,,,,,,,,
MMR0001000027,Cattle,,,,,,,,,,
MMR0001000028,Cattle,,,,,,,,,,
MMR0001000029,Cattle,,,,,,,,,,
MMR0001000030,Cattle,,,,,,,,,,
MMR0001000031,Cattle,,,,,,,,,,
MMR0001000032,Cattle,,,,,,,,,,
MMR0001000033,Cattle,,,,,,,,,,
MMR0001000034,Cattle,,,,,,,,,,
MMR0001000035,Cattle,,,,,,,,,,
MMR0001000036,Cattle,,,,,,,,,,
MMR0001000037,Cattle,,,,,,,,,,
MMR0001000038,Cattle,,,,,,,,,,
MMR0001000039,Cattle,,,,,,,,,,
MMR0001000040,Cattle,,,,,,,,,,
MMR0001000041,Cattle,,,,,,,,,,
MMR0001000042,Cattle,,,,,,,,,,
MMR0001000043,Cattle,,,,,,,,,,
MMR0001000044,Cattle,,,,,,,,,,
MMR0001000045,Cattle,,,,,,,,,,
MMR0001000046,Cattle,,,,,,,,,,
MMR0001000047,Cattle,,,,,,,,,,
MMR0001000048,Cattle,,,,,,,,,,
MMR0001000049,Cattle,,,,,,,,,,
MMR0001000050,Cattle,,,,,,,,,,
MMR0001000051,Cattle,,,,,,,,,,
MMR0001000052,Cattle,,,,,,,,,,
MMR0001000053,Cattle,,,,,,,,,,
MMR0001000054,Cattle,,,,,,,,,,
MMR0001000055,Cattle,,,,,,,,,,
MMR0001000056,Cattle,,,,,,,,,,
MMR0001000057,Cattle,,,,,,,,,,
MMR0001000058,Cattle,,,,,,,,,,
MMR0001000059,Cattle,,,,,,,,,,
MMR0001000060,Cattle,,,,,,,,,,
MMR0001000061,Cattle,,,,,,,,,,
MMR0001000062,Cattle,,,,,,,,,,
MMR0001000063,Cattle,,,,,,,,,,
MMR0001000064,Cattle,,,,,,,,,,
MMR0001000065,Cattle,,,,,,,,,,
MMR0001000066,Cattle,,,,,,,,,,
MMR0001000067,Cattle,,,,,,,,,,
MMR0001000068,Cattle,,,,,,,,,,
MMR0001000069,Cattle,,,,,,,,,,
MMR0001000070,Cattle,,,,,,,,,,
MMR0001000071,Cattle,,,,,,,,,,
MMR0001000072,Cattle,,,,,,,,,,
MMR0001000073,Cattle,,,,,,,,,,
MMR0001000074,Cattle,,,,,,,,,,
MMR0001000075,Cattle,,,,,,,,,,
MMR0001000076,Cattle,,,,,,,,,,
MMR0001000077,Cattle,,,,,,,,,,
MMR0001000078,Cattle,,,,,,,,,,
MMR0001000079,Cattle,,,,,,,,,,
MMR0001000080,Cattle,,,,,,,,,,
MMR0001000081,Cattle,,,,,,,,,,
MMR0001000082,Cattle,,,,,,,,,,
MMR0001000083,Cattle,,,,,,,,,,
MMR0001000084,Cattle,,,,,,,,,,
MMR0001000085,Cattle,,,,,,,,,,
MMR0001000086,Cattle,,,,,,,,,,
MMR0001000087,Cattle,,,,,,,,,,
MMR0001000088,Cattle,,,,,,,,,,
MMR0001000089,Cattle,,,,,,,,,,
MMR0001000090,Cattle,,,,,,,,,,
MMR0001000091,Cattle,,,,,,,,,,
MMR0001000092,Cattle,,,,,,,,,,
MMR0001000093,Cattle,,,,,,,,,,
MMR0001000094,Cattle,,,,,,,,,,
MMR0001000095,Cattle,,,,,,,,,,
MMR0001000096,Cattle,,,,,,,,,,
MMR0001000097,Cattle,,,,,,,,,,
MMR0001000098,Cattle,,,,,,,,,,
MMR0001000099,Cattle,,,,,,,,,,
MMR0001000100,Cattle,,,,,,,,,,
MMR0001000101,Cattle,,,,,,,,,,
MMR0001000102,Cattle,,,,,,,,,,
MMR0001000103,Cattle,,,,,,,,,,
MMR0001000104,Cattle,,,,,,,,,,
MMR0001000105,Cattle,,,,,,,,,,
MMR0001000106,Cattle,,,,,,,,,,
MMR0001000107,Cattle,,,,,,,,,,
MMR0001000108,Cattle,,,,,,,,,,
MMR0001000109,Cattle,,,,,,,,,,
MMR0001000110,Cattle,,,,,,,,,,
MMR0001000111,Cattle,,,,,,,,,,
MMR0001000112,Cattle,,,,,,,,,,
MMR0001000113,Cattle,,,,,,,,,,
MMR0001000114,Cattle,,,,,,,,,,
MMR0001000115,Cattle,,,,,,,,,,
MMR0001000116,Cattle,,,,,,,,,,
MMR0001000117,Cattle,,,,,,,,,,
MMR0001000118,Cattle,,,,,,,,,,
MMR0001000119,Cattle,,,,,,,,,,
MMR0001000120,Cattle,,,,,,,,,,
MMR0001000121,Cattle,,,,,,,,,,
MMR0001000122,Cattle,,,,,,,,,,
MMR0001000123,Cattle,,,,,,,,,,
MMR0001000124,Cattle,,,,,,,,,,
MMR0001000125,Cattle,,,,,,,,,,
MMR0001000126,Cattle,,,,,,,,,,
MMR0001000127,Cattle,,,,,,,,,,
MMR0001000128,Cattle,,,,,,,,,,
MMR0001000129,Cattle,,,,,,,,,,
MMR0001000130,Cattle,,,,,,,,,,
MMR0001000131,Cattle,,,,,,,,,,
MMR0001000132,Cattle,,,,,,,,,,
MMR0001000133,Cattle,,,,,,,,,,
MMR0001000134,Cattle,,,,,,,,,,
MMR0001000135,Cattle,,,,,,,,,,
MMR0001000136,Cattle,,,,,,,,,,
MMR0001000137,Cattle,,,,,,,,,,
MMR0001000138,Cattle,,,,,,,,,,
MMR0001000139,Cattle,,,,,,,,,,
MMR0001000140,Cattle,,,,,,,,,,
MMR0001000141,Cattle,,,,,,,,,,
MMR0001000142,Cattle,,,,,,,,,,
MMR0001000143,Cattle,,,,,,,,,,
MMR0001000144,Cattle,,,,,,,,,,
MMR0001000145,Cattle,,,,,,,,,,
MMR0001000146,Cattle,,,,,,,,,,
MMR0001000147,Cattle,,,,,,,,,,
MMR0001000148,Cattle,,,,,,,,,,
MMR0001000149,Cattle,,,,,,,,,,
MMR0001000150,Cattle,,,,,,,,,,
MMR0001000151,Cattle,,,,,,,,,,
MMR0001000152,Cattle,,,,,,,,,,
MMR0001000153,Cattle,,,,,,,,,,
MMR0001000154,Cattle,,,,,,,,,,
MMR0001000155,Cattle,,,,,,,,,,
MMR0001000156,Cattle,,,,,,,,,,
MMR0001000157,Cattle,,,,,,,,,,
MMR0001000158,Cattle,,,,,,,,,,
MMR0001000159,Cattle,,,,,,,,,,
MMR0001000160,Cattle,,,,,,,,,,
MMR0001000161,Cattle,,,,,,,,,,
MMR0001000162,Cattle,,,,,,,,,,
MMR0001000163,Cattle,,,,,,,,,,
MMR0001000164,Cattle,,,,,,,,,,
MMR0001000165,Cattle,,,,,,,,,,
MMR0001000166,Cattle,,,,,,,,,,
MMR0001000167,Cattle,,,,,,,,,,
MMR0001000168,Cattle,,,,,,,,,,
MMR0001000169,Cattle,,,,,,,,,,
MMR0001000170,Cattle,,,,,,,,,,
MMR0001000171,Cattle,,,,,,,,,,
MMR0001000172,Cattle,,,,,,,,,,
MMR0001000173,Cattle,,,,,,,,,,
MMR0001000174,Cattle,,,,,,,,,,
MMR0001000175,Cattle,,,,,,,,,,
MMR0001000176,Cattle,,,,,,,,,,
MMR0001000177,Cattle,,,,,,,,,,
MMR0001000178,Cattle,,,,,,,,,,
MMR0001000179,Cattle,,,,,,,,,,
MMR0001000180,Cattle,,,,,,,,,,
MMR0001000181,Cattle,,,,,,,,,,
MMR0001000182,Cattle,,,,,,,,,,
MMR0001000183,Cattle,,,,,,,,,,
MMR0001000184,Cattle,,,,,,,,,,
MMR0001000185,Cattle,,,,,,,,,,
MMR0001000186,Cattle,,,,,,,,,,
MMR0001000187,Cattle,,,,,,,,,,
MMR0001000188,Cattle,,,,,,,,,,
MMR0001000189,Cattle,,,,,,,,,,
MMR0001000190,Cattle,,,,,,,,,,
MMR0001000191,Cattle,,,,,,,,,,
MMR0001000192,Cattle,,,,,,,,,,
MMR0001000193,Cattle,,,,,,,,,,
MMR0001000194,Cattle,,,,,,,,,,
MMR0001000195,Cattle,,,,,,,,,,
MMR0001000196,Cattle,,,,,,,,,,
MMR0001000197,Cattle,,,,,,,,,,
MMR0001000198,Cattle,,,,,,,,,,
MMR0001000199,Cattle,,,,,,,,,,
MMR0001000200,Cattle,,,,,,,,,,
MMR0001000201,Cattle,,,,,,,,,,
MMR0001000202,Cattle,,,,,,,,,,
MMR0001000203,Cattle,,,,,,,,,,
MMR0001000204,Cattle,,,,,,,,,,
MMR0001000205,Cattle,,,,,,,,,,
MMR0001000206,Cattle,,,,,,,,,,
MMR0001000207,Cattle,,,,,,,,,,
MMR0001000208,Cattle,,,,,,,,,,
MMR0001000209,Cattle,,,,,,,,,,
MMR0001000210,Cattle,,,,,,,,,,
MMR0001000211,Cattle,,,,,,,,,,
MMR0001000212,Cattle,,,,,,,,,,
MMR0001000213,Cattle,,,,,,,,,,
MMR0001000214,Cattle,,,,,,,,,,
MMR0001000215,Cattle,,,,,,,,,,
MMR0001000216,Cattle,,,,,,,,,,
MMR0001000217,Cattle,,,,,,,,,,
MMR0001000218,Cattle,,,,,,,,,,
MMR0001000219,Cattle,,,,,,,,,,
MMR0001000220,Cattle,,,,,,,,,,
MMR0001000221,Cattle,,,,,,,,,,
MMR0001000222,Cattle,,,,,,,,,,
MMR0001000223,Cattle,,,,,,,,,,
MMR0001000224,Cattle,,,,,,,,,,
MMR0001000225,Cattle,,,,,,,,,,
MMR0001000226,Cattle,,,,,,,,,,
MMR0001000227,Cattle,,,,,,,,,,
MMR0001000228,Cattle,,,,,,,,,,
MMR0001000229,Cattle,,,,,,,,,,
MMR0001000230,Cattle,,,,,,,,,,
MMR0001000231,Cattle,,,,,,,,,,
MMR0001000232,Cattle,,,,,,,,,,
MMR0001000233,Cattle,,,,,,,,,,
MMR0001000234,Cattle,,,,,,,,,,
MMR0001000235,Cattle,,,,,,,,,,
MMR0001000236,Cattle,,,,,,,,,,
MMR0001000237,Cattle,,,,,,,,,,
MMR0001000238,Cattle,,,,,,,,,,
MMR0001000239,Cattle,,,,,,,,,,
MMR0001000240,Cattle,,,,,,,,,,
MMR0001000241,Cattle,,,,,,,,,,
MMR0001000242,Cattle,,,,,,,,,,
MMR0001000243,Cattle,,,,,,,,,,
MMR0001000244,Cattle,,,,,,,,,,
MMR0001000245,Cattle,,,,,,,,,,
MMR0001000246,Cattle,,,,,,,,,,
MMR0001000247,Cattle,,,,,,,,,,
MMR0001000248,Cattle,,,,,,,,,,
MMR0001000249,Cattle,,,,,,,,,,
MMR0001000250,Cattle,,,,,,,,,,
MMR0001000251,Cattle,,,,,,,,,,
MMR0001000252,Cattle,,,,,,,,,,
MMR0001000253,Cattle,,,,,,,,,,
MMR0001000254,Cattle,,,,,,,,,,
MMR0001000255,Cattle,,,,,,,,,,
MMR0001000256,Cattle,,,,,,,,,,
MMR0001000257,Cattle,,,,,,,,,,
MMR0001000258,Cattle,,,,,,,,,,
MMR0001000259,Cattle,,,,,,,,,,
MMR0001000260,Cattle,,,,,,,,,,
MMR0001000261,Cattle,,,,,,,,,,
MMR0001000262,Cattle,,,,,,,,,,
MMR0001000263,Cattle,,,,,,,,,,
MMR0001000264,Cattle,,,,,,,,,,
MMR0001000265,Cattle,,,,,,,,,,
MMR0001000266,Cattle,,,,,,,,,,
MMR0001000267,Cattle,,,,,,,,,,
MMR0001000268,Cattle,,,,,,,,,,
MMR0001000269,Cattle,,,,,,,,,,
MMR0001000270,Cattle,,,,,,,,,,
MMR0001000271,Cattle,,,,,,,,,,
MMR0001000272,Cattle,,,,,,,,,,
MMR0001000273,Cattle,,,,,,,,,,
MMR0001000274,Cattle,,,,,,,,,,
MMR0001000275,Cattle,,,,,,,,,,
MMR0001000276,Cattle,,,,,,,,,,
MMR0001000277,Cattle,,,,,,,,,,
MMR0001000278,Cattle,,,,,,,,,,
MMR0001000279,Cattle,,,,,,,,,,
MMR0001000280,Cattle,,,,,,,,,,
MMR0001000281,Cattle,,,,,,,,,,
MMR0001000282,Cattle,,,,,,,,,,
MMR0001000283,Cattle,,,,,,,,,,
MMR0001000284,Cattle,,,,,,,,,,
MMR0001000285,Cattle,,,,,,,,,,
MMR0001000286,Cattle,,,,,,,,,,
MMR0001000287,Cattle,,,,,,,,,,
MMR0001000288,Cattle,,,,,,,,,,
MMR0001000289,Cattle,,,,,,,,,,
MMR0001000290,Cattle,,,,,,,,,,
MMR0001000291,Cattle,,,,,,,,,,
MMR0001000292,Cattle,,,,,,,,,,
MMR0001000293,Cattle,,,,,,,,,,
MMR0001000294,Cattle,,,,,,,,,,
MMR0001000295,Cattle,,,,,,,,,,
MMR0001000296,Cattle,,,,,,,,,,
MMR0001000297,Cattle,,,,,,,,,,
MMR0001000298,Cattle,,,,,,,,,,
MMR0001000299,Cattle,,,,,,,,,,
MMR0001000300,Cattle,,,,,,,,,,
MMR0001000301,Cattle,,,,,,,,,,
MMR0001000302,Cattle,,,,,,,,,,
MMR0001000303,Cattle,,,,,,,,,,
MMR0001000304,Cattle,,,,,,,,,,
MMR0001000305,Cattle,,,,,,,,,,
MMR0001000306,Cattle,,,,,,,,,,
MMR0001000307,Cattle,,,,,,,,,,
MMR0001000308,Cattle,,,,,,,,,,
MMR0001000309,Cattle,,,,,,,,,,
MMR0001000310,Cattle,,,,,,,,,,
MMR0001000311,Cattle,,,,,,,,,,
MMR0001000312,Cattle,,,,,,,,,,
MMR0001000313,Cattle,,,,,,,,,,
MMR0001000314,Cattle,,,,,,,,,,
MMR0001000315,Cattle,,,,,,,,,,
MMR0001000316,Cattle,,,,,,,,,,
MMR0001000317,Cattle,,,,,,,,,,
MMR0001000318,Cattle,,,,,,,,,,
MMR0001000319,Cattle,,,,,,,,,,
MMR0001000320,Cattle,,,,,,,,,,
MMR0001000321,Cattle,,,,,,,,,,
MMR0001000322,Cattle,,,,,,,,,,
MMR0001000323,Cattle,,,,,,,,,,
MMR0001000324,Cattle,,,,,,,,,,
MMR0001000325,Cattle,,,,,,,,,,
MMR0001000326,Cattle,,,,,,,,,,
MMR0001000327,Cattle,,,,,,,,,,
MMR0001000328,Cattle,,,,,,,,,,
MMR0001000329,Cattle,,,,,,,,,,
MMR0001000330,Cattle,,,,,,,,,,
MMR0001000331,Cattle,,,,,,,,,,
MMR0001000332,Cattle,,,,,,,,,,
MMR0001000333,Cattle,,,,,,,,,,
MMR0001000334,Cattle,,,,,,,,,,
MMR0001000335,Cattle,,,,,,,,,,
MMR0001000336,Cattle,,,,,,,,,,
MMR0001000337,Cattle,,,,,,,,,,
MMR0001000338,Cattle,,,,,,,,,,
MMR0001000339,Cattle,,,,,,,,,,
MMR0001000340,Cattle,,,,,,,,,,
MMR0001000341,Cattle,,,,,,,,,,
MMR0001000342,Cattle,,,,,,,,,,
MMR0001000343,Cattle,,,,,,,,,,
MMR0001000344,Cattle,,,,,,,,,,
MMR0001000345,Cattle,,,,,,,,,,
MMR0001000346,Cattle,,,,,,,,,,
MMR0001000347,Cattle,,,,,,,,,,
MMR0001000348,Cattle,,,,,,,,,,
MMR0001000349,Cattle,,,,,,,,,,
MMR0001000350,Cattle,,,,,,,,,,
MMR0001000351,Cattle,,,,,,,,,,
MMR0001000352,Cattle,,,,,,,,,,
MMR0001000353,Cattle,,,,,,,,,,
MMR0001000354,Cattle,,,,,,,,,,
MMR0001000355,Cattle,,,,,,,,,,
MMR0001000356,Cattle,,,,,,,,,,
MMR0001000357,Cattle,,,,,,,,,,
MMR0001000358,Cattle,,,,,,,,,,
MMR0001000359,Cattle,,,,,,,,,,
MMR0001000360,Cattle,,,,,,,,,,
MMR0001000361,Cattle,,,,,,,,,,
MMR0001000362,Cattle,,,,,,,,,,
MMR0001000363,Cattle,,,,,,,,,,
MMR0001000364,Cattle,,,,,,,,,,
MMR0001000365,Cattle,,,,,,,,,,
MMR0001000366,Cattle,,,,,,,,,,
MMR0001000367,Cattle,,,,,,,,,,
MMR0001000368,Cattle,,,,,,,,,,
MMR0001000369,Cattle,,,,,,,,,,
MMR0001000370,Cattle,,,,,,,,,,
MMR0001000371,Cattle,,,,,,,,,,
MMR0001000372,Cattle,,,,,,,,,,
MMR0001000373,Cattle,,,,,,,,,,
MMR0001000374,Cattle,,,,,,,,,,
MMR0001000375,Cattle,,,,,,,,,,
MMR0001000376,Cattle,,,,,,,,,,
MMR0001000377,Cattle,,,,,,,,,,
MMR0001000378,Cattle,,,,,,,,,,
MMR0001000379,Cattle,,,,,,,,,,
MMR0001000380,Cattle,,,,,,,,,,
MMR0001000381,Cattle,,,,,,,,,,
MMR0001000382,Cattle,,,,,,,,,,
MMR0001000383,Cattle,,,,,,,,,,
MMR0001000384,Cattle,,,,,,,,,,
MMR0001000385,Cattle,,,,,,,,,,
MMR0001000386,Cattle,,,,,,,,,,
MMR0001000387,Cattle,,,,,,,,,,
MMR0001000388,Cattle,,,,,,,,,,
MMR0001000389,Cattle,,,,,,,,,,
MMR0001000390,Cattle,,,,,,,,,,
MMR0001000391,Cattle,,,,,,,,,,
MMR0001000392,Cattle,,,,,,,,,,
MMR0001000393,Cattle,,,,,,,,,,
MMR0001000394,Cattle,,,,,,,,,,
MMR0001000395,Cattle,,,,,,,,,,
MMR0001000396,Cattle,,,,,,,,,,
MMR0001000397,Cattle,,,,,,,,,,
